ID,filial,cidade,tipo_cliente,tipo,preço,quantidade,data,horário,pagamento,custo,rendimento,avaliação
269-10-8440,Assaí,Taguatinga,Membro,Saúde e Beleza,53.17,7.00,1/21/2019,18.01,Dinheiro,372.19,18.61,8.90
271-77-8740,Carrefour,Sobradinho,Membro,Esportes,29.22,6.00,1/1/2019,11.4,Pix,175.32,8.77,5.00
271-88-8734,Carrefour,Sobradinho,Membro,Acessórios,97.21,10.00,2/8/2019,13,Crédito,972.10,48.61,8.70
272-27-9238,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,41.24,4.00,2/19/2019,16.23,Dinheiro,164.96,8.25,7.10
272-65-1806,Assaí,Taguatinga,Normal,Tecnologia,60.88,9.00,1/15/2019,17.17,Pix,547.92,27.40,4.70
273-16-6619,Big Box,Ceilândia,Normal,Utensílios paraCasa,33.20,2.00,3/15/2019,12.2,Crédito,66.40,3.32,4.40
273-84-2164,Carrefour,Sobradinho,Membro,Tecnologia,12.05,5.00,2/16/2019,15.53,Pix,60.25,03.01,5.50
274-05-5470,Assaí,Taguatinga,Membro,Alimentos e Bedidas,73.47,4.00,2/23/2019,18.3,Dinheiro,293.88,14.69,6.00
275-28-0149,Assaí,Taguatinga,Normal,Esportes,63.69,1.00,2/25/2019,16.21,Dinheiro,63.69,3.18,6.00
276-54-0879,Big Box,Ceilândia,Normal,Esportes,97.74,4.00,3/12/2019,19.53,Pix,390.96,19.55,6.40
276-75-6884,Assaí,Taguatinga,Normal,Saúde e Beleza,68.71,3.00,3/4/2019,10.05,Dinheiro,206.13,10.31,8.70
277-35-5865,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,98.97,9.00,3/9/2019,11.23,Dinheiro,890.73,44.54,6.70
277-63-2961,Big Box,Ceilândia,Membro,Esportes,73.97,1.00,2/3/2019,15.53,Crédito,73.97,3.70,5.40
278-86-2735,Assaí,Taguatinga,Normal,Alimentos e Bedidas,52.34,3.00,3/27/2019,14.03,Dinheiro,157.02,7.85,9.20
278-97-7759,Assaí,Taguatinga,Membro,Tecnologia,62.48,1.00,2/18/2019,20.29,Dinheiro,62.48,3.12,4.70
279-62-1445,Carrefour,Sobradinho,Membro,Acessórios,12.54,1.00,2/21/2019,12.38,Dinheiro,12.54,0.63,8.20
279-74-2924,Big Box,Ceilândia,Membro,Tecnologia,72.17,1.00,1/4/2019,19.4,Dinheiro,72.17,3.61,6.10
280-17-4359,Carrefour,Sobradinho,Membro,Saúde e Beleza,90.50,10.00,1/25/2019,13.48,Dinheiro,905.00,45.25,8.10
280-35-5823,Big Box,Ceilândia,Membro,Utensílios paraCasa,86.72,1.00,1/17/2019,18.45,Pix,86.72,4.34,7.90
282-35-2475,Big Box,Ceilândia,Normal,Esportes,93.31,2.00,3/25/2019,17.53,Dinheiro,186.62,9.33,6.30
283-26-5248,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,98.52,10.00,1/30/2019,20.23,Pix,985.20,49.26,4.50
283-79-9594,Big Box,Ceilândia,Normal,Alimentos e Bedidas,48.51,7.00,1/25/2019,13.3,Crédito,339.57,16.98,5.20
284-34-9626,Big Box,Ceilândia,Normal,Utensílios paraCasa,77.04,3.00,2/11/2019,10.39,Crédito,231.12,11.56,7.20
284-54-4231,Carrefour,Sobradinho,Membro,Esportes,80.93,1.00,1/19/2019,16.08,Crédito,80.93,04.05,9.00
285-68-5083,Carrefour,Sobradinho,Membro,Esportes,24.74,3.00,2/15/2019,17.47,Crédito,74.22,3.71,10.00
286-01-5402,Assaí,Taguatinga,Normal,Esportes,40.23,7.00,3/30/2019,13.22,Dinheiro,281.61,14.08,9.60
286-43-6208,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,87.80,9.00,3/16/2019,19.08,Dinheiro,790.20,39.51,9.20
286-62-6248,Big Box,Ceilândia,Normal,Acessórios,39.21,4.00,1/16/2019,20.03,Crédito,156.84,7.84,9.00
286-75-7818,Big Box,Ceilândia,Normal,Acessórios,69.08,2.00,1/31/2019,19.48,Crédito,138.16,6.91,6.90
287-21-9091,Assaí,Taguatinga,Normal,Utensílios paraCasa,74.67,9.00,1/22/2019,10.55,Pix,672.03,33.60,9.40
287-83-1405,Assaí,Taguatinga,Normal,Saúde e Beleza,25.43,6.00,2/12/2019,19.01,Pix,152.58,7.63,7.00
288-38-3758,Carrefour,Sobradinho,Membro,Acessórios,84.87,3.00,1/25/2019,18.3,Pix,254.61,12.73,7.40
288-62-1085,Assaí,Taguatinga,Membro,Acessórios,38.54,5.00,1/9/2019,13.34,Pix,192.70,9.64,5.60
289-15-7034,Assaí,Taguatinga,Membro,Esportes,82.33,4.00,1/11/2019,10.37,Crédito,329.32,16.47,7.50
289-65-5721,Big Box,Ceilândia,Normal,Acessórios,81.37,2.00,1/26/2019,19.28,Dinheiro,162.74,8.14,6.50
290-68-2984,Assaí,Taguatinga,Normal,Utensílios paraCasa,23.75,4.00,3/16/2019,11.22,Dinheiro,95.00,4.75,5.20
291-21-5991,Big Box,Ceilândia,Membro,Saúde e Beleza,61.29,5.00,3/29/2019,14.28,Dinheiro,306.45,15.32,7.00
291-32-1427,Big Box,Ceilândia,Membro,Acessórios,21.94,5.00,3/5/2019,12.29,Pix,109.70,5.49,5.30
291-55-6563,Assaí,Taguatinga,Membro,Utensílios paraCasa,34.42,6.00,3/30/2019,12.45,Pix,206.52,10.33,7.50
291-59-1384,Big Box,Ceilândia,Normal,Tecnologia,60.30,1.00,2/28/2019,17.38,Dinheiro,60.30,03.02,6.00
296-11-7041,Big Box,Ceilândia,Membro,Saúde e Beleza,27.07,1.00,1/12/2019,20.07,Crédito,27.07,1.35,5.30
299-29-0180,Big Box,Ceilândia,Membro,Utensílios paraCasa,52.18,7.00,3/9/2019,10.54,Dinheiro,365.26,18.26,9.30
299-46-1805,Big Box,Ceilândia,Membro,Esportes,93.72,6.00,1/15/2019,16.19,Dinheiro,562.32,28.12,4.50
300-71-4605,Carrefour,Sobradinho,Membro,Tecnologia,86.04,5.00,2/25/2019,11.24,Pix,430.20,21.51,4.80
301-11-9629,Assaí,Taguatinga,Normal,Esportes,19.10,7.00,1/15/2019,10.43,Dinheiro,133.70,6.69,9.70
301-81-8610,Big Box,Ceilândia,Membro,Acessórios,25.42,8.00,3/19/2019,19.42,Crédito,203.36,10.17,6.70
302-15-2162,Carrefour,Sobradinho,Membro,Saúde e Beleza,46.53,6.00,3/3/2019,10.54,Crédito,279.18,13.96,4.30
303-96-2227,Big Box,Ceilândia,Normal,Utensílios paraCasa,97.38,10.00,3/2/2019,17.16,Pix,973.80,48.69,4.40
305-03-2383,Assaí,Taguatinga,Normal,Alimentos e Bedidas,67.10,3.00,2/15/2019,10.36,Dinheiro,201.30,10.07,7.50
305-14-0245,Big Box,Ceilândia,Membro,Utensílios paraCasa,94.49,8.00,3/3/2019,19,Pix,755.92,37.80,7.50
305-18-3552,Big Box,Ceilândia,Membro,Utensílios paraCasa,60.38,10.00,2/12/2019,16.19,Dinheiro,603.80,30.19,6.00
305-89-2768,Big Box,Ceilândia,Membro,Utensílios paraCasa,21.90,3.00,1/9/2019,18.43,Pix,65.70,3.29,4.70
307-04-2070,Assaí,Taguatinga,Membro,Acessórios,30.62,1.00,2/5/2019,14.14,Crédito,30.62,1.53,4.10
307-83-9164,Assaí,Taguatinga,Membro,Utensílios paraCasa,60.01,4.00,1/25/2019,15.54,Dinheiro,240.04,12.00,4.50
307-85-2293,Big Box,Ceilândia,Normal,Utensílios paraCasa,50.28,5.00,3/7/2019,13.58,Pix,251.40,12.57,9.70
308-39-1707,Assaí,Taguatinga,Normal,Acessórios,12.09,1.00,1/26/2019,18.19,Crédito,12.09,0.60,8.20
308-47-4913,Assaí,Taguatinga,Membro,Esportes,52.26,10.00,3/9/2019,12.45,Crédito,522.60,26.13,6.20
308-81-0538,Assaí,Taguatinga,Normal,Acessórios,73.05,4.00,2/25/2019,17.16,Crédito,292.20,14.61,4.90
311-13-6971,Big Box,Ceilândia,Membro,Esportes,31.99,10.00,2/20/2019,15.18,Crédito,319.90,16.00,9.90
313-66-9943,Big Box,Ceilândia,Membro,Alimentos e Bedidas,29.15,3.00,3/27/2019,20.29,Crédito,87.45,4.37,7.30
314-23-4520,Carrefour,Sobradinho,Membro,Saúde e Beleza,81.23,7.00,1/15/2019,20.44,Dinheiro,568.61,28.43,9.00
315-22-5665,Carrefour,Sobradinho,Normal,Utensílios paraCasa,73.56,10.00,2/24/2019,11.38,Pix,735.60,36.78,8.00
316-01-3952,Assaí,Taguatinga,Normal,Alimentos e Bedidas,54.27,5.00,3/13/2019,14.16,Pix,271.35,13.57,4.60
316-55-4634,Big Box,Ceilândia,Membro,Alimentos e Bedidas,80.05,5.00,1/26/2019,12.45,Crédito,400.25,20.01,9.40
316-66-3011,Assaí,Taguatinga,Membro,Alimentos e Bedidas,47.63,9.00,1/23/2019,12.35,Dinheiro,428.67,21.43,5.00
316-68-6352,Assaí,Taguatinga,Membro,Alimentos e Bedidas,36.36,2.00,1/21/2019,10,Dinheiro,72.72,3.64,7.10
318-12-0304,Assaí,Taguatinga,Normal,Acessórios,30.61,1.00,1/23/2019,12.2,Pix,30.61,1.53,5.20
318-68-5053,Big Box,Ceilândia,Normal,Saúde e Beleza,76.99,6.00,2/27/2019,17.55,Dinheiro,461.94,23.10,6.10
318-81-2368,Carrefour,Sobradinho,Normal,Tecnologia,46.20,1.00,3/19/2019,12.16,Dinheiro,46.20,2.31,6.30
319-50-3348,Big Box,Ceilândia,Normal,Utensílios paraCasa,40.30,2.00,3/11/2019,15.3,Pix,80.60,04.03,4.40
319-74-2561,Assaí,Taguatinga,Membro,Tecnologia,94.64,3.00,2/21/2019,16.55,Dinheiro,283.92,14.20,5.50
320-32-8842,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,22.62,1.00,3/17/2019,18.58,Dinheiro,22.62,1.13,6.40
320-49-6392,Carrefour,Sobradinho,Normal,Tecnologia,30.24,1.00,3/4/2019,15.44,Dinheiro,30.24,1.51,8.40
320-85-2052,Big Box,Ceilândia,Normal,Esportes,34.81,1.00,1/14/2019,10.11,Crédito,34.81,1.74,7.00
321-49-7382,Big Box,Ceilândia,Membro,Esportes,88.31,1.00,2/15/2019,17.38,Crédito,88.31,4.42,5.20
322-02-2271,Big Box,Ceilândia,Normal,Esportes,42.97,3.00,2/3/2019,11.46,Dinheiro,128.91,6.45,9.30
324-41-6833,Carrefour,Sobradinho,Membro,Tecnologia,30.20,8.00,3/3/2019,19.3,Pix,241.60,12.08,5.10
324-92-3863,Assaí,Taguatinga,Membro,Tecnologia,20.89,2.00,2/5/2019,18.45,Dinheiro,41.78,02.09,9.80
325-77-6186,Assaí,Taguatinga,Membro,Utensílios paraCasa,90.65,10.00,3/8/2019,10.53,Pix,906.50,45.33,7.30
325-89-4209,Assaí,Taguatinga,Membro,Alimentos e Bedidas,87.90,1.00,2/5/2019,19.42,Pix,87.90,4.40,6.70
325-90-8763,Carrefour,Sobradinho,Membro,Tecnologia,46.57,10.00,1/27/2019,13.58,Dinheiro,465.70,23.29,7.60
326-71-2155,Carrefour,Sobradinho,Normal,Esportes,73.95,4.00,2/3/2019,10.02,Dinheiro,295.80,14.79,6.10
326-78-5178,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,91.40,7.00,2/3/2019,10.19,Dinheiro,639.80,31.99,9.50
327-40-9673,Big Box,Ceilândia,Membro,Esportes,72.60,6.00,1/13/2019,19.51,Dinheiro,435.60,21.78,6.90
329-62-1586,Assaí,Taguatinga,Normal,Alimentos e Bedidas,54.67,3.00,1/21/2019,18,Crédito,164.01,8.20,8.60
333-23-2632,Assaí,Taguatinga,Membro,Saúde e Beleza,10.08,7.00,3/28/2019,20.14,Dinheiro,70.56,3.53,4.20
333-73-7901,Carrefour,Sobradinho,Normal,Saúde e Beleza,54.92,8.00,3/23/2019,13.24,Pix,439.36,21.97,7.60
334-64-2006,Assaí,Taguatinga,Membro,Utensílios paraCasa,70.32,2.00,3/24/2019,14.22,Pix,140.64,07.03,9.60
336-78-2147,Carrefour,Sobradinho,Membro,Utensílios paraCasa,63.91,8.00,3/13/2019,19.52,Crédito,511.28,25.56,4.60
338-65-2210,Carrefour,Sobradinho,Membro,Saúde e Beleza,68.60,10.00,2/5/2019,19.57,Dinheiro,686.00,34.30,9.10
339-12-4827,Big Box,Ceilândia,Membro,Acessórios,73.96,1.00,1/5/2019,11.32,Crédito,73.96,3.70,5.00
339-18-7061,Carrefour,Sobradinho,Membro,Acessórios,92.98,2.00,2/13/2019,15.06,Crédito,185.96,9.30,8.00
339-38-9982,Big Box,Ceilândia,Membro,Acessórios,59.86,2.00,1/13/2019,14.55,Pix,119.72,5.99,6.70
339-96-8318,Big Box,Ceilândia,Membro,Acessórios,81.31,7.00,3/1/2019,19.49,Pix,569.17,28.46,6.30
340-21-9136,Assaí,Taguatinga,Membro,Esportes,40.05,4.00,1/25/2019,11.4,Dinheiro,160.20,08.01,9.70
340-66-0321,Assaí,Taguatinga,Membro,Tecnologia,36.36,4.00,3/25/2019,13.07,Dinheiro,145.44,7.27,7.60
342-65-4817,Carrefour,Sobradinho,Membro,Saúde e Beleza,86.80,3.00,1/28/2019,16.47,Pix,260.40,13.02,9.90
343-61-3544,Big Box,Ceilândia,Membro,Esportes,26.67,10.00,1/29/2019,11.48,Dinheiro,266.70,13.34,8.60
343-75-9322,Big Box,Ceilândia,Membro,Esportes,11.85,8.00,1/9/2019,16.34,Dinheiro,94.80,4.74,4.10
343-87-0864,Carrefour,Sobradinho,Membro,Saúde e Beleza,75.88,1.00,1/3/2019,10.3,Crédito,75.88,3.79,7.10
345-08-4992,Assaí,Taguatinga,Normal,Utensílios paraCasa,33.99,6.00,3/8/2019,15.37,Crédito,203.94,10.20,7.70
345-68-9016,Carrefour,Sobradinho,Membro,Esportes,31.67,8.00,1/2/2019,16.19,Crédito,253.36,12.67,5.60
346-12-3257,Big Box,Ceilândia,Membro,Tecnologia,19.24,9.00,3/4/2019,16.28,Dinheiro,173.16,8.66,8.00
346-84-3103,Big Box,Ceilândia,Membro,Tecnologia,13.22,5.00,3/2/2019,19.26,Dinheiro,66.10,3.31,4.30
347-34-2234,Big Box,Ceilândia,Membro,Esportes,55.07,9.00,2/3/2019,13.4,Pix,495.63,24.78,10.00
347-56-2442,Assaí,Taguatinga,Normal,Utensílios paraCasa,65.82,1.00,2/22/2019,15.33,Dinheiro,65.82,3.29,4.10
347-72-6115,Big Box,Ceilândia,Membro,Esportes,90.74,7.00,1/16/2019,18.03,Crédito,635.18,31.76,6.20
349-97-8902,Big Box,Ceilândia,Membro,Alimentos e Bedidas,57.89,2.00,1/17/2019,10.37,Pix,115.78,5.79,8.90
351-62-0822,Big Box,Ceilândia,Membro,Acessórios,14.48,4.00,2/6/2019,18.07,Pix,57.92,2.90,4.50
354-25-5821,Big Box,Ceilândia,Membro,Esportes,69.12,6.00,2/8/2019,13.03,Dinheiro,414.72,20.74,5.60
354-39-5160,Assaí,Taguatinga,Membro,Utensílios paraCasa,34.42,6.00,2/18/2019,15.39,Dinheiro,206.52,10.33,9.80
355-34-6244,Big Box,Ceilândia,Normal,Alimentos e Bedidas,72.39,2.00,1/13/2019,19.55,Crédito,144.78,7.24,8.10
355-53-5943,Assaí,Taguatinga,Membro,Tecnologia,68.84,6.00,2/25/2019,14.36,Pix,413.04,20.65,5.80
356-44-8813,Big Box,Ceilândia,Normal,Utensílios paraCasa,37.48,3.00,1/20/2019,13.45,Crédito,112.44,5.62,7.70
358-88-9262,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,87.48,6.00,2/1/2019,18.43,Pix,524.88,26.24,5.10
359-90-3665,Big Box,Ceilândia,Membro,Acessórios,18.08,4.00,1/14/2019,18.03,Crédito,72.32,3.62,9.50
359-94-5395,Big Box,Ceilândia,Normal,Saúde e Beleza,92.78,1.00,3/15/2019,10.5,Crédito,92.78,4.64,9.80
360-39-5055,Carrefour,Sobradinho,Membro,Esportes,48.91,5.00,3/9/2019,10.17,Dinheiro,244.55,12.23,6.60
361-59-0574,Big Box,Ceilândia,Membro,Esportes,90.53,8.00,3/15/2019,14.48,Crédito,724.24,36.21,6.50
361-85-2571,Assaí,Taguatinga,Normal,Esportes,89.48,5.00,3/30/2019,10.18,Dinheiro,447.40,22.37,7.40
362-58-8315,Carrefour,Sobradinho,Normal,Acessórios,76.52,5.00,3/25/2019,10.23,Dinheiro,382.60,19.13,9.90
364-33-8584,Big Box,Ceilândia,Membro,Alimentos e Bedidas,17.63,5.00,3/8/2019,15.27,Dinheiro,88.15,4.41,8.50
364-34-2972,Carrefour,Sobradinho,Membro,Tecnologia,96.82,3.00,3/30/2019,20.37,Dinheiro,290.46,14.52,6.70
365-16-4334,Big Box,Ceilândia,Normal,Alimentos e Bedidas,26.43,8.00,2/24/2019,14.26,Pix,211.44,10.57,8.90
365-64-0515,Assaí,Taguatinga,Normal,Tecnologia,46.95,5.00,2/12/2019,10.25,Pix,234.75,11.74,7.10
366-43-6862,Big Box,Ceilândia,Normal,Tecnologia,52.89,4.00,3/25/2019,16.32,Pix,211.56,10.58,6.70
366-93-0948,Assaí,Taguatinga,Membro,Tecnologia,66.35,1.00,1/31/2019,10.46,Crédito,66.35,3.32,9.70
369-82-2676,Big Box,Ceilândia,Normal,Tecnologia,75.66,5.00,1/15/2019,18.22,Pix,378.30,18.92,7.80
370-41-7321,Big Box,Ceilândia,Membro,Saúde e Beleza,56.69,9.00,2/27/2019,17.24,Crédito,510.21,25.51,8.40
370-96-0655,Carrefour,Sobradinho,Normal,Acessórios,49.32,6.00,1/9/2019,13.46,Pix,295.92,14.80,7.10
371-85-5789,Big Box,Ceilândia,Normal,Saúde e Beleza,87.98,3.00,3/5/2019,10.4,Pix,263.94,13.20,5.10
372-26-1506,Carrefour,Sobradinho,Normal,Acessórios,23.82,5.00,1/28/2019,19.24,Pix,119.10,5.96,5.40
372-62-5264,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,52.60,9.00,1/16/2019,14.42,Dinheiro,473.40,23.67,7.60
372-94-8041,Assaí,Taguatinga,Normal,Saúde e Beleza,15.26,6.00,2/15/2019,18.03,Pix,91.56,4.58,9.80
373-09-4567,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,77.56,10.00,3/14/2019,20.35,Pix,775.60,38.78,6.90
373-14-0504,Assaí,Taguatinga,Membro,Esportes,71.63,2.00,2/12/2019,14.33,Pix,143.26,7.16,8.80
373-73-7910,Assaí,Taguatinga,Normal,Esportes,86.31,7.00,2/8/2019,10.37,Pix,604.17,30.21,5.30
373-88-1424,Carrefour,Sobradinho,Membro,Utensílios paraCasa,35.81,5.00,2/6/2019,18.44,Pix,179.05,8.95,7.90
374-17-3652,Big Box,Ceilândia,Membro,Alimentos e Bedidas,42.82,9.00,2/5/2019,15.26,Crédito,385.38,19.27,8.90
374-38-5555,Big Box,Ceilândia,Normal,Acessórios,63.71,5.00,2/7/2019,19.3,Pix,318.55,15.93,8.50
375-72-3056,Big Box,Ceilândia,Normal,Esportes,63.06,3.00,1/19/2019,15.58,Pix,189.18,9.46,7.00
376-02-8238,Big Box,Ceilândia,Normal,Utensílios paraCasa,93.87,8.00,2/2/2019,18.42,Crédito,750.96,37.55,8.30
376-56-3573,Carrefour,Sobradinho,Normal,Acessórios,95.42,4.00,2/2/2019,13.23,Pix,381.68,19.08,6.40
377-79-7592,Carrefour,Sobradinho,Membro,Tecnologia,44.84,9.00,1/14/2019,14,Crédito,403.56,20.18,7.50
378-07-7001,Big Box,Ceilândia,Membro,Tecnologia,48.09,3.00,2/10/2019,18.23,Crédito,144.27,7.21,7.80
378-24-2715,Big Box,Ceilândia,Normal,Utensílios paraCasa,53.44,2.00,1/20/2019,20.38,Pix,106.88,5.34,4.10
379-17-6588,Carrefour,Sobradinho,Normal,Acessórios,59.61,10.00,3/14/2019,11.07,Dinheiro,596.10,29.81,5.30
380-60-5336,Assaí,Taguatinga,Normal,Tecnologia,40.26,10.00,2/24/2019,18.06,Crédito,402.60,20.13,5.00
380-94-4661,Carrefour,Sobradinho,Membro,Tecnologia,65.94,4.00,2/7/2019,13.05,Crédito,263.76,13.19,6.90
381-20-0914,Assaí,Taguatinga,Membro,Acessórios,20.01,9.00,1/12/2019,15.48,Crédito,180.09,9.00,5.70
382-03-4532,Assaí,Taguatinga,Membro,Saúde e Beleza,18.33,1.00,2/2/2019,18.5,Dinheiro,18.33,0.92,4.30
382-25-8917,Carrefour,Sobradinho,Normal,Acessórios,42.08,6.00,1/29/2019,12.25,Dinheiro,252.48,12.62,8.90
384-59-6655,Assaí,Taguatinga,Membro,Alimentos e Bedidas,98.66,9.00,2/19/2019,15.07,Dinheiro,887.94,44.40,8.40
386-27-7606,Carrefour,Sobradinho,Membro,Utensílios paraCasa,81.20,7.00,3/23/2019,15.59,Crédito,568.40,28.42,8.10
387-49-4215,Big Box,Ceilândia,Membro,Esportes,48.50,3.00,1/8/2019,12.5,Dinheiro,145.50,7.28,6.70
388-76-2555,Big Box,Ceilândia,Normal,Esportes,13.69,6.00,2/13/2019,13.59,Dinheiro,82.14,4.11,6.30
389-25-3394,Carrefour,Sobradinho,Normal,Tecnologia,11.81,5.00,2/17/2019,18.06,Dinheiro,59.05,2.95,9.40
389-70-2397,Carrefour,Sobradinho,Normal,Saúde e Beleza,83.66,5.00,2/21/2019,10.26,Dinheiro,418.30,20.92,7.20
390-17-5806,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,38.42,1.00,2/2/2019,16.33,Dinheiro,38.42,1.92,8.60
390-31-6381,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,27.22,3.00,1/7/2019,12.37,Dinheiro,81.66,04.08,7.30
390-80-5128,Big Box,Ceilândia,Membro,Saúde e Beleza,19.15,1.00,1/28/2019,17.58,Crédito,19.15,0.96,9.50
393-65-2792,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,89.48,10.00,1/6/2019,12.46,Crédito,894.80,44.74,9.60
394-30-3170,Big Box,Ceilândia,Membro,Esportes,88.43,8.00,3/22/2019,19.35,Crédito,707.44,35.37,4.30
394-41-0748,Carrefour,Sobradinho,Membro,Acessórios,54.07,9.00,1/27/2019,14.55,Pix,486.63,24.33,9.50
394-43-4238,Big Box,Ceilândia,Membro,Utensílios paraCasa,17.77,5.00,2/15/2019,12.42,Crédito,88.85,4.44,5.40
394-55-6384,Carrefour,Sobradinho,Membro,Esportes,70.19,9.00,1/25/2019,13.38,Dinheiro,631.71,31.59,6.70
396-90-2219,Big Box,Ceilândia,Normal,Tecnologia,14.96,8.00,2/23/2019,12.29,Dinheiro,119.68,5.98,8.60
397-25-8725,Assaí,Taguatinga,Membro,Saúde e Beleza,39.62,9.00,1/13/2019,17.54,Crédito,356.58,17.83,6.80
399-46-5918,Carrefour,Sobradinho,Normal,Tecnologia,85.98,8.00,2/28/2019,19.01,Dinheiro,687.84,34.39,8.20
399-69-4630,Carrefour,Sobradinho,Normal,Tecnologia,22.21,6.00,3/7/2019,10.23,Crédito,133.26,6.66,8.60
400-45-1220,Big Box,Ceilândia,Normal,Saúde e Beleza,13.50,10.00,2/27/2019,11.06,Crédito,135.00,6.75,4.80
400-60-7251,Assaí,Taguatinga,Normal,Utensílios paraCasa,74.07,1.00,2/10/2019,12.5,Pix,74.07,3.70,9.90
400-80-4065,Carrefour,Sobradinho,Membro,Saúde e Beleza,68.55,4.00,2/15/2019,20.21,Crédito,274.20,13.71,9.20
400-89-4171,Carrefour,Sobradinho,Normal,Esportes,80.97,8.00,1/28/2019,13.05,Dinheiro,647.76,32.39,9.30
401-09-4232,Carrefour,Sobradinho,Membro,Utensílios paraCasa,86.69,5.00,2/11/2019,18.38,Pix,433.45,21.67,9.40
401-18-8016,Big Box,Ceilândia,Membro,Esportes,98.13,1.00,1/21/2019,17.36,Dinheiro,98.13,4.91,8.90
404-91-5964,Assaí,Taguatinga,Normal,Tecnologia,74.58,7.00,2/4/2019,16.09,Crédito,522.06,26.10,9.00
405-31-3305,Assaí,Taguatinga,Membro,Acessórios,43.13,10.00,2/2/2019,18.31,Crédito,431.30,21.57,5.50
406-46-7107,Assaí,Taguatinga,Normal,Utensílios paraCasa,96.52,6.00,1/11/2019,11.52,Dinheiro,579.12,28.96,4.50
407-63-8975,Assaí,Taguatinga,Normal,Alimentos e Bedidas,73.88,6.00,3/23/2019,19.16,Pix,443.28,22.16,4.40
408-26-9866,Carrefour,Sobradinho,Normal,Esportes,73.98,7.00,3/2/2019,16.42,Pix,517.86,25.89,4.10
408-66-6712,Carrefour,Sobradinho,Membro,Saúde e Beleza,47.71,6.00,2/16/2019,14.19,Pix,286.26,14.31,4.40
409-33-9708,Assaí,Taguatinga,Normal,Acessórios,98.48,2.00,2/19/2019,10.12,Pix,196.96,9.85,9.20
409-49-6995,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,47.27,6.00,2/5/2019,10.17,Dinheiro,283.62,14.18,8.80
410-67-1709,Assaí,Taguatinga,Membro,Acessórios,63.88,8.00,1/20/2019,17.48,Pix,511.04,25.55,9.90
411-77-0180,Assaí,Taguatinga,Membro,Tecnologia,72.20,7.00,3/26/2019,20.14,Pix,505.40,25.27,4.30
413-20-6708,Carrefour,Sobradinho,Membro,Acessórios,51.47,1.00,3/18/2019,15.52,Pix,51.47,2.57,8.50
414-12-7047,Big Box,Ceilândia,Normal,Alimentos e Bedidas,19.79,8.00,1/18/2019,12.04,Pix,158.32,7.92,8.70
416-13-5917,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,97.03,5.00,1/30/2019,16.24,Pix,485.15,24.26,9.30
416-17-9926,Assaí,Taguatinga,Membro,Tecnologia,74.22,10.00,1/1/2019,14.42,Crédito,742.20,37.11,4.30
418-02-5978,Big Box,Ceilândia,Normal,Saúde e Beleza,84.09,9.00,2/11/2019,10.54,Dinheiro,756.81,37.84,8.00
418-05-0656,Big Box,Ceilândia,Normal,Acessórios,25.56,7.00,2/2/2019,20.42,Dinheiro,178.92,8.95,7.10
420-04-7590,Big Box,Ceilândia,Normal,Utensílios paraCasa,99.70,3.00,3/18/2019,11.29,Pix,299.10,14.96,4.70
420-11-4919,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,71.39,5.00,2/17/2019,19.57,Crédito,356.95,17.85,5.50
420-18-8989,Assaí,Taguatinga,Membro,Esportes,51.52,8.00,2/2/2019,15.47,Dinheiro,412.16,20.61,9.60
420-97-3340,Assaí,Taguatinga,Normal,Alimentos e Bedidas,71.68,3.00,3/28/2019,15.3,Crédito,215.04,10.75,9.20
421-95-9805,Assaí,Taguatinga,Normal,Tecnologia,28.96,1.00,2/7/2019,10.18,Crédito,28.96,1.45,6.20
422-29-8786,Assaí,Taguatinga,Normal,Utensílios paraCasa,67.09,5.00,1/3/2019,16.47,Crédito,335.45,16.77,9.10
423-57-2993,Big Box,Ceilândia,Normal,Esportes,93.39,6.00,3/27/2019,19.18,Pix,560.34,28.02,10.00
423-64-4619,Assaí,Taguatinga,Membro,Saúde e Beleza,15.55,9.00,3/7/2019,13.12,Dinheiro,139.95,7.00,5.00
423-80-0988,Carrefour,Sobradinho,Normal,Esportes,76.40,2.00,1/30/2019,19.42,Pix,152.80,7.64,6.50
425-85-2085,Big Box,Ceilândia,Membro,Saúde e Beleza,54.86,5.00,3/29/2019,16.48,Pix,274.30,13.72,9.80
426-39-2418,Carrefour,Sobradinho,Normal,Tecnologia,61.41,7.00,1/14/2019,10.02,Dinheiro,429.87,21.49,9.80
427-45-9297,Big Box,Ceilândia,Membro,Utensílios paraCasa,40.73,7.00,3/12/2019,11.01,Pix,285.11,14.26,5.40
